trade_date,ticker,health_group,health_score,action_group,close,state_streak,state_l1,state_l2,state_l3,state_l4,state_l5,n_state_changes_5,n_prior5_healthy,n_prior5_rat_yeu,n_prior5_yeu_dan,prev_was_dang_hoi,prev_was_healthy,traj3,rs5,rs10,rsi14,rs5_chg_1,rs5_chg_3,rs5_chg_5,rs10_chg_1,rs10_chg_3,rs10_chg_5,rsi14_chg_1,rsi14_chg_3,rsi14_chg_5,rs5_pct,rs10_pct,rsi14_pct,rs10_minus_rs5_pct,rs5_rank_drop_3,rs5_rank_drop_5,rs10_rank_drop_3,rs10_rank_drop_5,dd5,dd10,dist_ema9,dist_ma20,volume,volume_ratio20,vol_vs_prior,obv,obv_chg_1,obv_chg_3,obv_chg_5,obv_dir_1,market_real,market_regime,vnindex_daily_return_pct,episode_id,iso_week,mature_T3,mature_T5,mature_T10,ret_T3,ret_T5,ret_T10,t5_label_eligible,n_mature_T5_date,T5_TOP10,T5_TOP20,T5_BOTTOM20,clean_T3_status,clean_T5_status,clean_T10_status,pct_DANG_HOI,pct_TRUNG_TINH,pct_YEU,pct_YEU_DAN,pct_RAT_YEU,pct_weak3,pct_YEU_DAN_chg_d1,pct_weak3_chg_d1,hhi,dominant_state
2026-09-08,GEX,⚠️ YẾU DẦN,33.1,THEO DÕI,24550.0,4,⚠️ YẾU DẦN,⚠️ YẾU DẦN,⚠️ YẾU DẦN,🌱 ĐANG HỒI,🟡 TRUNG TÍNH,2.0,2.0,0.0,3.0,0.0,0.0,⚠️ YẾU DẦN>⚠️ YẾU DẦN>⚠️ YẾU DẦN,-6.12,0.0,43.66,-0.7800000000000002,-5.55,-12.64,-0.81,-5.88,-2.95,-1.6000000000000014,-11.830000000000005,-12.230000000000004,0.04929577464788732,0.41901408450704225,0.352112676056338,0.36971830985915494,0.6725352112676056,0.8309859154929577,0.426056338028169,0.454225352112676,-6.653992395437259,-6.653992395437259,-3.5666209311889907,-3.810363404838868,9268051.0,0.9074622694871995,0.8883989046335672,511144549.0,-8213743.0,-10498132.0,-14390308.0,-1.0,4.9,🔴 MÙA ĐÔNG,0.5321982699437067,2,2026-W37,False,False,False,,,,False,0,False,False,False,WAITING,WAITING,WAITING,19.014084507042252,16.901408450704224,4.225352112676056,57.74647887323944,2.112676056338028,64.08450704225352,-4.929577464788736,-4.929577464788736,0.4004165840111089,⚠️ YẾU DẦN
2026-07-23,GIL,⛔ RẤT YẾU,19.5,THEO DÕI,7030.0,1,,,,,,,,,,0.0,0.0,?>?>?,-16.51,-38.33,9.35,,,,,,,,,,0.028169014084507043,0.014084507042253521,0.014084507042253521,-0.014084507042253521,,,,,,,-12.747221377551345,-29.186602870813395,269900.0,0.8087133696889794,,,,,,,,🔴 Forecast rủi ro,,1,2026-W30,True,True,True,-5.6899004267425335,-4.694167852062591,9.95732574679944,True,142,False,False,True,MATURE,MATURE,MATURE,2.8169014084507045,2.8169014084507045,1.4084507042253522,38.732394366197184,54.22535211267606,94.36619718309859,,,0.4458440785558421,⛔ RẤT YẾU
2026-07-24,GIL,⛔ RẤT YẾU,15.5,THEO DÕI,6890.0,2,⛔ RẤT YẾU,,,,,,0.0,1.0,0.0,0.0,0.0,?>?>⛔ RẤT YẾU,-12.12,-35.31,8.12,4.390000000000002,,,3.019999999999996,,,-1.2300000000000004,,,0.09154929577464789,0.007042253521126761,0.007042253521126761,-0.08450704225352113,-0.06338028169014084,-0.06338028169014084,0.007042253521126761,0.007042253521126761,-1.9914651493598834,-1.9914651493598834,-11.861475405641889,-28.932439401753484,118500.0,0.3518356318938258,0.4390515005557614,,,,,,,🔴 Forecast rủi ro,,1,2026-W30,True,True,True,-3.6284470246734415,-3.338171262699563,18.867924528301884,True,142,False,False,True,MATURE,MATURE,MATURE,2.112676056338028,8.450704225352112,3.5211267605633805,28.87323943661972,57.04225352112676,89.43661971830986,-9.859154929577464,-4.929577464788736,0.41757587780202343,⛔ RẤT YẾU
2026-07-27,GIL,⛔ RẤT YẾU,16.9,THEO DÕI,6570.0,3,⛔ RẤT YẾU,⛔ RẤT YẾU,,,,0.0,0.0,2.0,0.0,0.0,0.0,?>⛔ RẤT YẾU>⛔ RẤT YẾU,-10.0,-33.7,7.4,2.119999999999999,,,1.6099999999999994,,,-0.7199999999999989,,,0.11971830985915492,0.007042253521126761,0.007042253521126761,-0.11267605633802816,-0.028169014084507032,-0.028169014084507032,0.007042253521126761,0.007042253521126761,-6.543385490753916,-6.543385490753916,-13.184694607012082,-30.46515319892045,117300.0,0.3480660524324565,0.9898734177215189,,,,,,,🔴 Forecast rủi ro,,1,2026-W31,True,True,True,1.978691019786916,5.783866057838671,29.07153729071537,True,142,False,False,False,MATURE,MATURE,MATURE,2.112676056338028,5.633802816901409,2.8169014084507045,38.028169014084504,51.40845070422535,92.25352112676056,9.154929577464785,2.816901408450704,0.4133108510216227,⛔ RẤT YẾU
2026-07-28,GIL,⛔ RẤT YẾU,21.1,THEO DÕI,6630.0,4,⛔ RẤT YẾU,⛔ RẤT YẾU,⛔ RẤT YẾU,,,0.0,0.0,3.0,0.0,0.0,0.0,⛔ RẤT YẾU>⛔ RẤT YẾU>⛔ RẤT YẾU,-6.36,-28.09,9.52,3.6399999999999997,10.150000000000002,,5.610000000000003,10.239999999999998,,2.119999999999999,0.16999999999999993,,0.22183098591549297,0.014084507042253521,0.007042253521126761,-0.20774647887323944,-0.10211267605633804,-0.10211267605633804,0.0,0.0,-5.6899004267425335,-5.6899004267425335,-10.126432995392454,-27.92694858136754,201000.0,0.5828705650364656,1.7135549872122762,,,,,,,🔴 Forecast rủi ro,,1,2026-W31,True,True,True,0.4524886877828038,19.004524886877828,30.76923076923077,True,142,True,True,False,MATURE,MATURE,MATURE,2.112676056338028,7.042253521126761,7.042253521126761,44.36619718309859,39.436619718309856,90.8450704225352,6.338028169014088,-1.4084507042253591,0.362725649672684,⚠️ YẾU DẦN
2026-07-29,GIL,⛔ RẤT YẾU,23.7,THEO DÕI,6640.0,5,⛔ RẤT YẾU,⛔ RẤT YẾU,⛔ RẤT YẾU,⛔ RẤT YẾU,,0.0,0.0,4.0,0.0,0.0,0.0,⛔ RẤT YẾU>⛔ RẤT YẾU>⛔ RẤT YẾU,-3.77,-23.68,9.81,2.5900000000000003,8.35,,4.41,11.630000000000003,,0.2900000000000009,1.6900000000000013,,0.15492957746478872,0.02112676056338028,0.007042253521126761,-0.13380281690140844,0.06690140845070425,0.06690140845070425,-0.00704225352112676,-0.00704225352112676,-5.5476529160739645,-5.5476529160739645,-8.155742410054179,-25.75613574104097,192000.0,0.5467748825288339,0.9552238805970149,,,,,,,🔴 Forecast rủi ro,,1,2026-W31,True,True,True,4.668674698795172,15.512048192771076,30.87349397590362,True,142,True,True,False,MATURE,MATURE,MATURE,10.56338028169014,28.169014084507044,14.084507042253522,38.732394366197184,8.450704225352112,61.267605633802816,-5.633802816901408,-29.577464788732385,0.26750644713350524,⚠️ YẾU DẦN
2026-07-30,GIL,⚠️ YẾU DẦN,30.3,THEO DÕI,6700.0,1,⛔ RẤT YẾU,⛔ RẤT YẾU,⛔ RẤT YẾU,⛔ RẤT YẾU,⛔ RẤT YẾU,0.0,0.0,5.0,0.0,0.0,0.0,⛔ RẤT YẾU>⛔ RẤT YẾU>⛔ RẤT YẾU,-4.15,-20.43,12.63,-0.38000000000000034,5.85,12.360000000000001,3.25,13.270000000000003,17.9,2.8200000000000003,5.23,3.280000000000001,0.1267605633802817,0.02112676056338028,0.007042253521126761,-0.1056338028169014,0.09507042253521128,0.09507042253521128,0.0,0.0,-4.694167852062591,-4.694167852062591,-5.842011327065499,-22.88657420728549,274400.0,0.7553610262339306,1.4291666666666667,,,,,,,🔴 Forecast rủi ro,,1,2026-W31,True,True,True,17.761194029850746,15.373134328358208,26.865671641791057,True,142,True,True,False,MATURE,MATURE,MATURE,12.676056338028168,38.732394366197184,17.6056338028169,28.87323943661972,2.112676056338028,48.591549295774655,-9.859154929577464,-12.676056338028161,0.28089664749057724,🟡 TRUNG TÍNH
2026-07-31,GIL,⚠️ YẾU DẦN,29.6,THEO DÕI,6660.0,2,⚠️ YẾU DẦN,⛔ RẤT YẾU,⛔ RẤT YẾU,⛔ RẤT YẾU,⛔ RẤT YẾU,1.0,0.0,4.0,1.0,0.0,0.0,⛔ RẤT YẾU>⛔ RẤT YẾU>⚠️ YẾU DẦN,-3.34,-15.05,12.46,0.8100000000000005,3.0200000000000005,8.78,5.379999999999999,13.04,20.26,-0.16999999999999993,2.9400000000000013,4.340000000000002,0.07746478873239436,0.04929577464788732,0.007042253521126761,-0.02816901408450704,0.14436619718309862,0.14436619718309862,-0.02816901408450704,-0.02816901408450704,-3.338171262699563,-5.263157894736848,-5.18979124671154,-21.127427759355754,227100.0,0.6117254104432382,0.8276239067055393,-5751100.0,,,,,,🔴 Forecast rủi ro,,1,2026-W31,True,True,True,15.165165165165174,22.972972972972983,27.32732732732732,True,142,True,True,False,MATURE,MATURE,MATURE,17.6056338028169,24.647887323943664,21.830985915492956,34.50704225352113,1.4084507042253522,57.74647887323943,5.633802816901408,9.154929577464777,0.25867883356476884,⚠️ YẾU DẦN
2026-08-03,GIL,🔴 YẾU,40.1,THEO DÕI,6950.0,1,⚠️ YẾU DẦN,⚠️ YẾU DẦN,⛔ RẤT YẾU,⛔ RẤT YẾU,⛔ RẤT YẾU,1.0,0.0,3.0,2.0,0.0,0.0,⛔ RẤT YẾU>⚠️ YẾU DẦN>⚠️ YẾU DẦN,6.11,-4.79,20.94,9.45,9.88,16.11,10.260000000000002,18.89,28.910000000000004,8.48,11.13,13.540000000000001,0.4647887323943662,0.1619718309859155,0.02112676056338028,-0.3028169014084507,-0.3098591549295775,-0.24295774647887322,-0.11267605633802819,-0.11267605633802819,3.731343283582089,-1.1379800853485111,-0.8509697345801759,-15.439834529748142,255300.0,0.6721516487856249,1.1241743725231175,-5495800.0,255300.0,,,1.0,,🔴 Forecast rủi ro,,1,2026-W32,True,True,True,11.223021582733804,22.014388489208624,19.56834532374101,True,142,True,True,False,MATURE,MATURE,MATURE,45.07042253521127,35.91549295774648,11.267605633802818,7.042253521126761,0.7042253521126761,19.014084507042256,-27.464788732394368,-38.73239436619718,0.3498313826621703,🌱 ĐANG HỒI
2026-08-04,GIL,🌱 ĐANG HỒI,68.1,MUA EARLY,7890.0,1,🔴 YẾU,⚠️ YẾU DẦN,⚠️ YẾU DẦN,⛔ RẤT YẾU,⛔ RẤT YẾU,2.0,0.0,2.0,2.0,0.0,0.0,⚠️ YẾU DẦN>⚠️ YẾU DẦN>🔴 YẾU,19.0,11.44,40.98,12.89,23.15,25.36,16.23,31.869999999999997,39.53,20.039999999999996,28.349999999999994,31.459999999999997,0.9788732394366197,0.9366197183098591,0.19014084507042253,-0.04225352112676062,-0.5140845070422535,-0.5140845070422535,-0.7746478873239436,-0.7746478873239436,13.525179856115098,12.233285917496438,9.923485452204872,-1.816824290691888,389590.0,0.979903415664772,1.5260086173129652,-5106210.0,389590.0,,,1.0,,🔴 Forecast rủi ro,,1,2026-W32,True,True,True,3.802281368821303,9.885931558935358,1.3941698352344822,True,142,True,True,False,MATURE,MATURE,MATURE,50.0,26.056338028169012,13.380281690140844,9.859154929577464,0.7042253521126761,23.943661971830984,2.816901408450703,4.9295774647887285,0.3455663558817695,🌱 ĐANG HỒI
2026-08-05,GIL,🌱 ĐANG HỒI,68.6,MUA EARLY,7670.0,2,🌱 ĐANG HỒI,🔴 YẾU,⚠️ YẾU DẦN,⚠️ YẾU DẦN,⛔ RẤT YẾU,3.0,1.0,1.0,2.0,1.0,1.0,⚠️ YẾU DẦN>🔴 YẾU>🌱 ĐANG HỒI,16.39,11.16,37.67,-2.6099999999999994,19.73,20.16,-0.27999999999999936,26.21,34.84,-3.309999999999995,25.21,27.86,0.9788732394366197,0.9154929577464789,0.1267605633802817,-0.06338028169014087,0.0,0.0,0.021126760563380254,0.021126760563380254,-2.7883396704689534,-2.7883396704689534,6.608029933644488,-1.905614528712108,444738.0,1.084126593325159,1.1415539413229292,-4766462.0,339748.0,984638.0,,1.0,,🔴 Forecast rủi ro,,1,2026-W32,True,True,True,10.5606258148631,13.298565840938714,0.7822685788787531,True,142,True,True,False,MATURE,MATURE,MATURE,40.845070422535215,21.12676056338028,25.352112676056336,11.971830985915492,0.7042253521126761,38.028169014084504,2.112676056338028,14.08450704225352,0.2901210077365603,🌱 ĐANG HỒI
2026-08-06,GIL,🔴 YẾU,50.1,THEO DÕI,7730.0,1,🌱 ĐANG HỒI,🌱 ĐANG HỒI,🔴 YẾU,⚠️ YẾU DẦN,⚠️ YẾU DẦN,2.0,2.0,0.0,2.0,1.0,1.0,🔴 YẾU>🌱 ĐANG HỒI>🌱 ĐANG HỒI,15.37,10.59,39.64,-1.0200000000000014,9.259999999999998,19.52,-0.5700000000000003,15.379999999999999,31.02,1.9699999999999989,18.7,27.009999999999998,1.0,0.9014084507042254,0.21830985915492956,-0.09859154929577463,-0.021126760563380254,-0.021126760563380254,0.035211267605633756,0.035211267605633756,-2.0278833967046883,-2.0278833967046883,5.358423085625197,1.0920028771333357,554900.0,1.2793231045891018,1.2477008935598037,-5331000.0,-564538.0,164800.0,,-1.0,,🔴 Forecast rủi ro,,1,2026-W32,True,True,True,12.160413971539462,9.961190168175936,0.7761966364812523,True,142,True,True,False,MATURE,MATURE,MATURE,29.577464788732392,29.577464788732392,10.56338028169014,28.169014084507044,2.112676056338028,40.845070422535215,16.19718309859155,2.816901408450711,0.26591946042451897,🌱 ĐANG HỒI
2026-08-07,GIL,🌱 ĐANG HỒI,71.7,MUA EARLY,8190.0,1,🔴 YẾU,🌱 ĐANG HỒI,🌱 ĐANG HỒI,🔴 YẾU,⚠️ YẾU DẦN,3.0,2.0,0.0,1.0,0.0,0.0,🌱 ĐANG HỒI>🌱 ĐANG HỒI>🔴 YẾU,22.97,18.87,46.97,7.6,3.969999999999999,26.31,8.280000000000001,7.4300000000000015,33.92,7.329999999999998,5.990000000000002,34.51,1.0,0.971830985915493,0.39436619718309857,-0.028169014084507005,0.0,0.0,-0.03521126760563387,-0.03521126760563387,3.802281368821303,3.802281368821303,8.789645457334938,8.764940239043817,145000.0,0.3678055957182355,0.261308343845738,-5186000.0,145000.0,-79790.0,565100.0,1.0,,🟠 Forecast yếu,,1,2026-W32,True,True,True,6.1050061050061055,3.5409035409035505,-2.3199023199023228,True,142,True,True,False,MATURE,MATURE,MATURE,50.0,30.985915492957744,9.15492957746479,9.15492957746479,0.7042253521126761,19.014084507042256,-19.014084507042256,-21.83098591549296,0.3628248363419957,🌱 ĐANG HỒI
2026-08-10,GIL,🌱 ĐANG HỒI,74.0,MUA EARLY,8480.0,2,🌱 ĐANG HỒI,🔴 YẾU,🌱 ĐANG HỒI,🌱 ĐANG HỒI,🔴 YẾU,3.0,3.0,0.0,0.0,1.0,1.0,🌱 ĐANG HỒI>🔴 YẾU>🌱 ĐANG HỒI,22.9,29.47,51.81,-0.07000000000000028,6.509999999999998,16.79,10.599999999999998,18.31,34.26,4.840000000000003,14.14,30.87,1.0,0.9929577464788732,0.6197183098591549,-0.007042253521126751,0.0,0.0,-0.021126760563380254,-0.021126760563380254,3.5409035409035505,3.5409035409035505,11.08447528959906,14.101184068891271,248471.0,0.6200784110164733,1.7135931034482759,-5227529.0,-41529.0,-461067.0,268271.0,-1.0,,🟠 Forecast yếu,,1,2026-W33,True,True,True,0.2358490566037652,-2.004716981132071,-5.542452830188682,True,142,False,False,False,MATURE,MATURE,MATURE,52.112676056338024,29.577464788732392,8.450704225352112,9.15492957746479,0.7042253521126761,18.30985915492958,0.0,-0.704225352112676,0.3746280499900813,🌱 ĐANG HỒI
2026-08-11,GIL,🌱 ĐANG HỒI,74.5,MUA EARLY,8670.0,3,🌱 ĐANG HỒI,🌱 ĐANG HỒI,🔴 YẾU,🌱 ĐANG HỒI,🌱 ĐANG HỒI,2.0,4.0,0.0,0.0,1.0,1.0,🔴 YẾU>🌱 ĐANG HỒI>🌱 ĐANG HỒI,17.48,30.77,54.5,-5.419999999999998,2.110000000000001,-1.5199999999999996,1.3000000000000007,20.18,19.33,2.6899999999999977,14.86,13.520000000000003,1.0,0.9929577464788732,0.6971830985915493,-0.007042253521126751,0.0,0.0,0.0,0.0,2.2405660377358583,2.2405660377358583,11.23227917121048,17.321497439089573,780200.0,1.8217479627337887,3.140004266091415,-4520800.0,706729.0,810200.0,585410.0,1.0,,🔴 Forecast rủi ro,,1,2026-W33,True,True,True,-2.1914648212226107,-7.727797001153402,-9.342560553633216,True,142,False,False,True,MATURE,MATURE,MATURE,58.45070422535211,22.535211267605636,7.042253521126761,11.971830985915492,0.0,19.014084507042252,2.8169014084507022,0.7042253521126725,0.4117238643126364,🌱 ĐANG HỒI
2026-08-12,GIL,🌱 ĐANG HỒI,81.1,MUA EARLY,8690.0,4,🌱 ĐANG HỒI,🌱 ĐANG HỒI,🌱 ĐANG HỒI,🔴 YẾU,🌱 ĐANG HỒI,2.0,4.0,0.0,0.0,1.0,1.0,🌱 ĐANG HỒI>🌱 ĐANG HỒI>🌱 ĐANG HỒI,10.14,31.87,54.77,-7.34,-12.829999999999998,-6.25,1.1000000000000014,13.0,20.71,0.2700000000000031,7.800000000000004,17.1,0.9859154929577465,0.9929577464788732,0.6971830985915493,0.007042253521126751,0.014084507042253502,0.014084507042253502,0.0,0.0,0.23068050749712743,0.23068050749712743,9.006522829904661,17.608049858234253,376600.0,1.1011373936434607,0.48269674442450655,-4144200.0,376600.0,1041800.0,622262.0,1.0,,🔴 Forecast rủi ro,,1,2026-W33,True,True,True,-4.372842347525896,-11.047180667433832,-7.479861910241659,True,142,False,False,True,MATURE,MATURE,MATURE,56.33802816901409,21.830985915492956,14.084507042253522,7.746478873239436,0.0,21.83098591549296,-4.225352112676056,2.8169014084507076,0.390894663757191,🌱 ĐANG HỒI
2026-08-13,GIL,🌱 ĐANG HỒI,79.9,MUA EARLY,8500.0,5,🌱 ĐANG HỒI,🌱 ĐANG HỒI,🌱 ĐANG HỒI,🌱 ĐANG HỒI,🔴 YẾU,1.0,4.0,0.0,0.0,1.0,1.0,🌱 ĐANG HỒI>🌱 ĐANG HỒI>🌱 ĐANG HỒI,8.14,26.87,51.76,-2.0,-14.759999999999998,-7.229999999999999,-5.0,-2.599999999999998,16.28,-3.010000000000005,-0.05000000000000426,12.119999999999997,0.9295774647887324,1.0,0.6408450704225352,0.07042253521126762,0.07042253521126762,0.07042253521126762,-0.007042253521126751,-0.007042253521126751,-2.1864211737629424,-2.1864211737629424,5.229276022580964,14.974401287713302,291600.0,0.8582402542934087,0.7742963356346256,-4435800.0,-291600.0,791729.0,895200.0,-1.0,7.0,🟡 TRUNG TÍNH,-1.5709579052407885,1,2026-W33,True,True,True,-5.882352941176472,-8.352941176470585,-6.117647058823527,True,142,False,False,True,MATURE,MATURE,MATURE,41.54929577464789,14.084507042253522,20.422535211267608,23.943661971830984,0.0,44.36619718309859,16.197183098591548,22.535211267605632,0.29150962110692324,🌱 ĐANG HỒI
2026-08-14,GIL,🌱 ĐANG HỒI,76.0,MUA EARLY,8480.0,6,🌱 ĐANG HỒI,🌱 ĐANG HỒI,🌱 ĐANG HỒI,🌱 ĐANG HỒI,🌱 ĐANG HỒI,0.0,5.0,0.0,0.0,1.0,1.0,🌱 ĐANG HỒI>🌱 ĐANG HỒI>🌱 ĐANG HỒI,10.7,27.33,51.44,2.5599999999999987,-6.780000000000001,-12.27,0.4599999999999973,-3.4400000000000013,8.459999999999997,-0.3200000000000003,-3.0600000000000023,4.469999999999999,0.9929577464788732,1.0,0.7676056338028169,0.007042253521126751,0.007042253521126751,0.007042253521126751,0.0,0.0,-2.4165707710011475,-2.4165707710011475,3.9460265160429886,14.209523296453174,183900.0,0.5838373255869327,0.6306584362139918,-4619700.0,-183900.0,-98900.0,566300.0,-1.0,5.6,🔴 MÙA ĐÔNG,-1.957359945565884,1,2026-W33,True,True,True,-8.844339622641506,-5.660377358490565,-6.014150943396224,True,142,False,False,True,MATURE,MATURE,MATURE,25.352112676056336,13.380281690140844,14.788732394366196,45.07042253521127,1.4084507042253522,61.26760563380282,21.126760563380287,16.90140845070423,0.3073794881967864,⚠️ YẾU DẦN
2026-08-17,GIL,🌱 ĐANG HỒI,68.5,MUA EARLY,8310.0,7,🌱 ĐANG HỒI,🌱 ĐANG HỒI,🌱 ĐANG HỒI,🌱 ĐANG HỒI,🌱 ĐANG HỒI,0.0,5.0,0.0,0.0,1.0,1.0,🌱 ĐANG HỒI>🌱 ĐANG HỒI>🌱 ĐANG HỒI,1.48,20.43,48.68,-9.219999999999999,-8.66,-21.419999999999998,-6.899999999999999,-11.440000000000001,-9.04,-2.759999999999998,-6.090000000000003,-3.1300000000000026,0.8485915492957746,1.0,0.6619718309859155,0.15140845070422537,0.14436619718309862,0.15140845070422537,0.0,0.0,-4.372842347525896,-4.372842347525896,1.4841600445504533,11.163876422155194,80100.0,0.2901122781600869,0.4355628058727569,-4699800.0,-80100.0,-555600.0,527729.0,-1.0,6.2,🟡 TRUNG TÍNH,-0.0202568569460659,1,2026-W34,True,True,True,-6.257521058965098,-3.610108303249093,-6.137184115523464,True,142,False,False,True,MATURE,MATURE,MATURE,28.87323943661972,14.084507042253522,4.225352112676056,52.112676056338024,0.7042253521126761,57.04225352112676,7.042253521126753,-4.225352112676063,0.3766117833763142,⚠️ YẾU DẦN
2026-08-18,GIL,⚠️ YẾU DẦN,40.5,MUA EARLY,8000.0,1,🌱 ĐANG HỒI,🌱 ĐANG HỒI,🌱 ĐANG HỒI,🌱 ĐANG HỒI,🌱 ĐANG HỒI,0.0,5.0,0.0,0.0,1.0,1.0,🌱 ĐANG HỒI>🌱 ĐANG HỒI>🌱 ĐANG HỒI,-7.62,8.4,44.04,-9.1,-15.760000000000002,-25.1,-12.03,-18.47,-22.369999999999997,-4.640000000000001,-7.719999999999999,-10.46,0.02112676056338028,0.9436619718309859,0.47183098591549294,0.9225352112676056,0.971830985915493,0.9788732394366197,0.05633802816901412,0.05633802816901412,-7.940161104718069,-7.940161104718069,-1.849763887338252,6.3624700024596414,130500.0,0.481709792920158,1.6292134831460674,-4830300.0,-130500.0,-394500.0,-309500.0,-1.0,5.7,🔴 MÙA ĐÔNG,0.2546856368877526,1,2026-W34,True,True,True,0.0,-1.749999999999996,-3.749999999999998,True,142,False,False,True,MATURE,MATURE,MATURE,25.352112676056336,20.422535211267608,4.225352112676056,49.29577464788733,0.7042253521126761,54.22535211267606,-2.816901408450697,-2.816901408450697,0.35082324935528664,⚠️ YẾU DẦN
2026-08-19,GIL,⚠️ YẾU DẦN,31.1,TÍCH LŨY,7730.0,2,⚠️ YẾU DẦN,🌱 ĐANG HỒI,🌱 ĐANG HỒI,🌱 ĐANG HỒI,🌱 ĐANG HỒI,1.0,4.0,0.0,1.0,0.0,0.0,🌱 ĐANG HỒI>🌱 ĐANG HỒI>⚠️ YẾU DẦN,-11.05,-2.03,40.43,-3.4300000000000006,-21.75,-21.19,-10.43,-29.36,-33.9,-3.6099999999999994,-11.009999999999998,-14.340000000000003,0.014084507042253521,0.45774647887323944,0.3591549295774648,0.44366197183098594,0.9788732394366197,0.9788732394366197,0.5422535211267605,0.5422535211267605,-11.047180667433832,-11.047180667433832,-4.172999347930107,2.2087941874533,114100.0,0.438247777073611,0.8743295019157088,-4944400.0,-114100.0,-324700.0,-800200.0,-1.0,5.0,🔴 MÙA ĐÔNG,-0.3077331670534922,1,2026-W34,True,True,True,3.6222509702458,4.010349288486426,-2.975420439844756,True,142,False,False,False,MATURE,MATURE,MATURE,17.6056338028169,16.901408450704224,3.5211267605633805,59.154929577464785,2.8169014084507045,65.49295774647888,9.859154929577457,11.267605633802816,0.41152549097401303,⚠️ YẾU DẦN
2026-08-20,GIL,⚠️ YẾU DẦN,32.2,THEO DÕI,7790.0,3,⚠️ YẾU DẦN,⚠️ YẾU DẦN,🌱 ĐANG HỒI,🌱 ĐANG HỒI,🌱 ĐANG HỒI,1.0,3.0,0.0,2.0,0.0,0.0,🌱 ĐANG HỒI>⚠️ YẾU DẦN>⚠️ YẾU DẦN,-8.35,-0.89,41.57,2.700000000000001,-9.83,-16.490000000000002,1.1399999999999997,-21.32,-27.76,1.1400000000000006,-7.109999999999999,-10.189999999999998,0.02112676056338028,0.4894366197183099,0.39436619718309857,0.4683098591549296,0.8274647887323944,0.971830985915493,0.5105633802816901,0.5105633802816901,-8.352941176470585,-10.356731875719216,-2.7622268074180334,2.460229253118862,45500.0,0.1826319063961306,0.3987730061349693,-4898900.0,45500.0,-199100.0,-463100.0,1.0,5.3,🔴 MÙA ĐÔNG,-0.0760561432621154,1,2026-W34,True,True,True,0.898587933247752,2.4390243902439046,-1.797175866495504,True,142,False,False,False,MATURE,MATURE,MATURE,16.901408450704224,23.239436619718308,4.225352112676056,52.112676056338024,3.5211267605633805,59.859154929577464,-7.04225352112676,-5.633802816901415,0.35717119619123183,⚠️ YẾU DẦN
2026-08-21,GIL,🟡 TRUNG TÍNH,60.0,MUA EARLY,8000.0,1,⚠️ YẾU DẦN,⚠️ YẾU DẦN,⚠️ YẾU DẦN,🌱 ĐANG HỒI,🌱 ĐANG HỒI,1.0,2.0,0.0,3.0,0.0,0.0,⚠️ YẾU DẦN>⚠️ YẾU DẦN>⚠️ YẾU DẦN,-5.66,4.44,45.53,2.6899999999999995,1.96,-16.36,5.33,-3.96,-22.889999999999997,3.960000000000001,1.490000000000002,-5.909999999999997,0.014084507042253521,0.7535211267605634,0.16901408450704225,0.7394366197183099,0.00704225352112676,0.9788732394366197,0.1901408450704225,0.24647887323943662,-5.660377358490565,-7.940161104718069,-0.1128724541268333,4.459779720439516,75701.0,0.3064879855867528,1.6637582417582417,-4823199.0,75701.0,7101.0,-203499.0,1.0,9.0,🟡 TRUNG TÍNH,1.9959388988878053,1,2026-W34,True,True,False,0.4999999999999893,-0.3750000000000031,,True,142,False,False,False,MATURE,MATURE,WAITING,51.40845070422535,29.577464788732392,11.267605633802818,6.338028169014084,1.4084507042253522,19.014084507042256,-45.77464788732394,-40.84507042253521,0.3686768498313826,🌱 ĐANG HỒI
2026-08-24,GIL,🟡 TRUNG TÍNH,64.3,MUA EARLY,8010.0,2,🟡 TRUNG TÍNH,⚠️ YẾU DẦN,⚠️ YẾU DẦN,⚠️ YẾU DẦN,🌱 ĐANG HỒI,2.0,2.0,0.0,3.0,0.0,1.0,⚠️ YẾU DẦN>⚠️ YẾU DẦN>🟡 TRUNG TÍNH,-3.61,-2.19,45.72,2.0500000000000003,7.440000000000001,-5.09,-6.630000000000001,-0.16000000000000014,-22.62,0.18999999999999773,5.289999999999999,-2.960000000000001,0.014084507042253521,0.16901408450704225,0.14084507042253522,0.15492957746478872,0.00704225352112676,0.8345070422535211,0.5845070422535211,0.8309859154929577,-3.6101083032490933,-7.82508630609896,0.0096139079537094,3.6028170653628955,109000.0,0.4420561695224577,1.4398752988731984,-4714300.0,108899.0,230100.0,-14500.0,1.0,9.6,🟡 TRUNG TÍNH,0.0693690770556143,1,2026-W35,True,True,False,-0.3745318352059934,-2.621722846441943,,True,142,False,False,False,MATURE,MATURE,WAITING,58.45070422535211,22.535211267605636,11.971830985915492,7.042253521126761,0.0,19.014084507042252,0.7042253521126769,-3.552713678800501e-15,0.4117238643126364,🌱 ĐANG HỒI
