snapshot_date,symbol,health,health_rank,price,rs5,rs10,rsi14,action,reason,saved_at,rsi_slope,ema9,ma20,ema9_ma20_slope,ema9_ma20_slope_change,dist_from_ema9_pct,obv,obv_ema9,volume,vol_ma20,volume_ratio20,dryup_ratio_5,dryup_ratio_10,near_bottom_20_pct,near_bottom_60_pct,dist_high20_pct,body_pct,total_score,E,R,O,S,RS,V,market_real,market_live,market_forecast,market_breadth,market_breadth_score,obv_status,group,pull_label,warning,status,green_2_confirm,early_green2,early_dry_green2,slope_state,market_regime,is_live_adjusted
2026-07-31,BAF,🌱 ĐANG HỒI,0,29700.0,2.77,-0.17,56.34,🟢 MUA / GIỮ,OBV tốt + RSI cải thiện + Vị trí giá tốt,2026-08-02T22:42:16+07:00,19.61,29381.92,29542.5,-0.54,0.84,1.08,95631573.0,93338610.0,2048373.0,1254389.0,,1.42,1.3,2.95,4.21,-1.33,-0.5,3,1,1,2,0,1,-2,,,,,,🟢,PULL VỪA,PULL VỪA,Slope âm,🟡,,,,🔴 Yếu,,True
2026-07-31,BMP,🌱 ĐANG HỒI,0,153300.0,2.2,1.12,59.07,🟢 MUA / GIỮ,OBV tốt + RSI cải thiện + Vị trí giá tốt,2026-08-02T22:42:16+07:00,11.16,150179.68,149960.0,0.15,0.42,2.08,2437382.0,2250239.0,276382.0,156519.0,,0.39,0.97,5.36,16.22,-1.73,2.89,9,2,1,2,1,1,2,,,,,,🟢,CP MẠNH,PULL XẤU,Pull xấu,🟡,🟢 GREEN 2,,,🟡 Ổn định,,True
2026-07-31,CTR,🌱 ĐANG HỒI,0,71900.0,2.86,3.45,51.2,🟢 MUA / GIỮ,OBV tốt + Vol xác nhận + RSI cải thiện,2026-08-02T22:42:16+07:00,11.5,70112.11,70978.5,-1.22,1.94,2.55,-9132300.0,-9484837.0,246600.0,253460.0,,0.96,1.04,8.28,8.28,-4.91,0.98,5,1,0,2,0,1,1,,,,,,🟢,MUA EARLY,PULL XẤU,RSI yếu | Slope âm | Pull xấu,🟡,,✅ EARLY GREEN2,,🔴 Yếu,,True
2026-07-31,DPM,🌱 ĐANG HỒI,0,23550.0,11.29,7.05,64.03,🟢 MUA / GIỮ,OBV tốt + Vol xác nhận + RSI cải thiện,2026-08-02T22:42:16+07:00,20.06,21882.4,21746.5,0.62,2.13,7.62,76507000.0,71465453.0,3890000.0,3500895.0,,0.59,0.76,14.04,14.04,2.44,5.04,9,2,1,2,1,2,1,,,,,,🟢,CP MẠNH,PULL XẤU,Pull xấu,🟡,🟢 GREEN 2,,,🟡 Ổn định,,True
2026-07-31,FPT,🌱 ĐANG HỒI,0,67100.0,6.68,0.15,47.05,🟢 MUA / GIỮ,OBV tốt + Vol xác nhận + Vị trí giá tốt,2026-08-02T22:42:16+07:00,19.75,65665.72,67604.9,-2.87,2.53,2.18,-421782730.0,-433379707.0,8037570.0,7807284.0,,0.75,0.83,7.88,7.88,-9.32,-0.15,4,1,0,2,0,1,0,,,,,,🟢,MUA EARLY,PULL XẤU,RSI yếu | Slope âm | Pull xấu,🟡,,,,🔴 Yếu,,True
2026-07-31,FRT,🌱 ĐANG HỒI,0,124400.0,15.4,11.27,66.11,🟢 MUA / GIỮ,OBV tốt + RS mạnh + RSI cải thiện,2026-08-02T22:42:16+07:00,32.32,113357.24,112480.0,0.78,4.27,9.74,-273923.0,-1635339.0,1401577.0,341744.0,,1.23,1.29,18.48,18.48,1.97,0.0,9,2,2,2,1,2,0,,,,,,🟢,MUA BREAK,PULL XẤU,Pull xấu,🟡,,,,🟡 Ổn định,,True
2026-07-31,GMD,🌱 ĐANG HỒI,0,77000.0,5.19,-0.65,56.18,🟢 MUA / GIỮ,OBV tốt + RSI cải thiện + Vị trí giá tốt,2026-08-02T22:42:16+07:00,13.77,74903.2,75495.0,-0.78,1.26,2.8,102786200.0,99604818.0,2208100.0,1579550.0,,0.72,0.9,6.94,6.94,-2.9,0.0,5,1,1,2,0,1,0,,,,,,🟢,MUA EARLY,PULL XẤU,Slope âm | Pull xấu,🟡,,,,🔴 Yếu,,True
2026-07-31,HPG,🌱 ĐANG HỒI,0,21700.0,4.33,-0.69,44.98,🟢 MUA / GIỮ,OBV tốt + Vol xác nhận + Vị trí giá tốt,2026-08-02T22:42:16+07:00,11.15,21409.0,21855.0,-2.04,2.44,1.36,359889821.0,342114148.0,24171203.0,25177700.0,,1.06,1.25,6.63,6.63,-8.05,-0.46,3,1,0,1,0,1,0,,,,,,🟢,MUA EARLY,PULL XẤU,RSI yếu | Slope âm | Pull xấu,🟡,,,,🔴 Yếu,,True
2026-07-31,MML,🌱 ĐANG HỒI,0,28600.0,7.92,3.62,51.65,🟢 MUA / GIỮ,OBV tốt + RSI cải thiện + Vị trí giá tốt,2026-08-02T22:42:16+07:00,13.83,27964.45,28055.0,-0.32,3.02,2.27,-1514700.0,-1594289.0,6500.0,22425.0,,1.72,1.28,7.92,7.92,-4.67,-0.35,4,1,0,1,0,1,1,,,,,,🟢,MUA EARLY,PULL XẤU,RSI yếu | Slope âm | Pull xấu,🟡,,,,🔴 Yếu,,False
2026-07-31,MSN,🌱 ĐANG HỒI,0,66100.0,3.44,-2.79,41.55,🟢 MUA / GIỮ,OBV tốt + Vị trí giá tốt + Vol xác nhận,2026-08-02T22:42:16+07:00,5.88,66049.23,66875.0,-1.23,2.17,0.08,100305978.0,97830578.0,3771622.0,4903721.0,,0.91,1.03,3.44,3.44,-8.7,-2.65,4,1,0,1,0,1,1,,,,,,🟢,MUA EARLY,PULL XẤU,RSI yếu | Slope âm | Pull xấu,🟡,,,,🔴 Yếu,,True
2026-07-31,MSR,🌱 ĐANG HỒI,0,36800.0,9.85,1.38,52.15,🟢 MUA / GIỮ,OBV tốt + Vol xác nhận + RS mạnh,2026-08-02T22:42:16+07:00,3.01,35628.87,35620.0,0.02,3.19,3.29,12073300.0,10134966.0,982400.0,951860.0,,1.03,1.01,11.85,11.85,-7.3,1.1,7,2,0,2,1,1,1,,,,,,🟢,MUA EARLY,PULL XẤU,RSI yếu | Pull xấu,🟡,,✅ EARLY GREEN2,,🟡 Ổn định,,False
2026-07-31,ORS,🌱 ĐANG HỒI,0,13850.0,5.73,-0.36,53.49,🟢 MUA / GIỮ,OBV tốt + RSI cải thiện + Vị trí giá tốt,2026-08-02T22:42:16+07:00,9.12,13594.88,13707.5,-0.82,2.29,1.88,210228500.0,202151641.0,3214600.0,6398025.0,,0.75,0.7,8.2,9.49,-7.67,-2.81,4,1,0,1,0,1,1,,,,,,🟢,MUA EARLY,PULL XẤU,RSI yếu | Slope âm | Pull xấu,🟡,,,,🔴 Yếu,,True
2026-07-31,PET,🌱 ĐANG HỒI,0,38000.0,6.29,1.6,59.15,🟢 MUA / GIỮ,OBV tốt + RSI cải thiện + Vị trí giá tốt,2026-08-02T22:42:16+07:00,13.51,36814.58,36657.0,0.43,2.65,3.22,68962000.0,68867366.0,267500.0,405740.0,,0.65,0.85,9.2,18.49,-2.06,-0.65,7,2,1,1,1,1,1,,,,,,🟢,CP MẠNH,PULL XẤU,Pull xấu,🟡,,,,🟡 Ổn định,,True
2026-07-31,PVT,🌱 ĐANG HỒI,0,18300.0,8.61,1.1,50.72,🟢 MUA / GIỮ,OBV tốt + RSI cải thiện + RS mạnh,2026-08-02T22:42:16+07:00,18.12,17506.96,17982.5,-2.64,3.9,4.53,1127000.0,-4879266.0,5173200.0,3210475.0,,0.68,1.04,12.27,12.27,-10.29,-2.14,2,1,0,2,0,1,-2,,,,,,🟢,TÍCH LŨY,PULL XẤU,RSI yếu | Slope âm | Pull xấu,🔴,,,,🔴 Yếu,,True
2026-07-31,SAB,🌱 ĐANG HỒI,0,43550.0,0.09,-0.75,45.43,🟢 MUA / GIỮ,OBV tốt + Vol xác nhận + Vị trí giá tốt,2026-08-02T22:42:16+07:00,5.97,43516.42,43717.0,-0.46,0.28,0.08,-10939950.0,-11543352.0,555750.0,562588.0,,1.15,1.07,1.28,1.28,-4.62,-0.91,3,1,0,2,0,0,0,,,,,,🟢,MUA EARLY,PULL XẤU,RSI yếu | Slope âm | Pull xấu,🟡,,,,🔴 Yếu,,True
2026-07-31,TCX,🌱 ĐANG HỒI,0,41000.0,4.59,-4.87,48.21,🟢 MUA / GIỮ,OBV tốt + RSI cải thiện + Vị trí giá tốt,2026-08-02T22:42:16+07:00,15.4,40182.32,41570.0,-3.34,1.83,2.03,25124161.0,21705745.0,2278461.0,1799413.0,,0.74,0.78,9.33,9.33,-10.68,0.12,6,1,0,2,0,1,2,,,,,,🟢,MUA EARLY,PULL XẤU,RSI yếu | Slope âm | Pull xấu,🟡,,✅ EARLY GREEN2,🌱 EARLY DRY GREEN2,🔴 Yếu,,True
2026-07-31,TNG,🌱 ĐANG HỒI,0,17900.0,2.29,2.87,48.15,🟢 MUA / GIỮ,OBV tốt + Vol xác nhận + RSI cải thiện,2026-08-02T22:42:16+07:00,10.44,17484.04,17750.0,-1.5,2.46,2.38,34792700.0,34217633.0,481100.0,552600.0,,0.85,1.06,7.83,7.83,-9.14,1.7,5,1,0,2,0,1,1,,,,,,🟢,MUA EARLY,PULL XẤU,RSI yếu | Slope âm | Pull xấu,🟡,,✅ EARLY GREEN2,,🔴 Yếu,,False
2026-07-31,VCB,🌱 ĐANG HỒI,0,59300.0,9.61,2.21,57.74,🟢 MUA / GIỮ,OBV tốt + RSI cải thiện + RS mạnh,2026-08-02T22:42:16+07:00,37.25,56257.25,57452.0,-2.08,2.74,5.41,132621900.0,116712257.0,18314600.0,4682725.0,,0.78,1.17,9.81,9.81,-4.32,2.77,7,1,1,2,0,1,2,,,,,,🟢,MUA EARLY,PULL XẤU,Slope âm | Pull xấu,🟡,🟢 GREEN 2,✅ EARLY GREEN2,,🔴 Yếu,,True
2026-07-31,VCI,🌱 ĐANG HỒI,0,21300.0,7.58,0.24,45.14,🟢 MUA / GIỮ,OBV tốt + Vol xác nhận + RS mạnh,2026-08-02T22:42:16+07:00,11.91,20788.39,21950.0,-5.29,4.25,2.46,140339000.0,134820821.0,9945000.0,9926220.0,,1.1,1.05,15.45,15.45,-17.76,-2.29,3,1,0,1,0,1,0,,,,,,🟢,MUA EARLY,PULL XẤU,RSI yếu | Slope âm | Pull xấu,🟡,,,,🔴 Yếu,,True
2026-07-31,VCK,🌱 ĐANG HỒI,0,31000.0,4.55,-0.8,48.17,🟢 MUA / GIỮ,OBV tốt + RSI cải thiện + Vị trí giá tốt,2026-08-02T22:42:16+07:00,19.66,30206.52,31152.5,-3.04,2.54,2.63,72921600.0,69672981.0,2162300.0,2920885.0,,1.02,0.9,9.35,9.35,-9.75,-0.48,4,1,0,1,0,1,1,,,,,,🟢,MUA EARLY,PULL XẤU,RSI yếu | Slope âm | Pull xấu,🟡,,,,🔴 Yếu,,True
2026-07-31,VGC,🌱 ĐANG HỒI,0,37850.0,7.28,-2.7,47.77,🟢 MUA / GIỮ,OBV tốt + Vol xác nhận + Vị trí giá tốt,2026-08-02T22:42:16+07:00,14.7,37028.35,38078.0,-2.76,2.46,2.22,29218400.0,28560127.0,380800.0,368585.0,,1.09,1.24,8.45,8.45,-8.13,-0.13,4,1,0,2,0,1,0,,,,,,🟢,MUA EARLY,PULL XẤU,RSI yếu | Slope âm | Pull xấu,🟡,,,,🔴 Yếu,,True
2026-07-31,VHM,🌱 ĐANG HỒI,0,148100.0,13.92,5.41,57.75,🟢 MUA / GIỮ,OBV tốt + RSI cải thiện + RS mạnh,2026-08-02T22:42:16+07:00,17.41,139859.57,140705.0,-0.6,4.59,5.89,350632473.0,338614765.0,6290673.0,4359744.0,,1.02,1.0,16.71,16.71,-6.68,-3.83,4,1,1,2,0,2,-2,,,,,,🟢,MUA EARLY,PULL XẤU,Slope âm | Pull xấu,🟡,,,,🔴 Yếu,,True
2026-07-31,VNM,🌱 ĐANG HỒI,0,60900.0,3.4,3.22,65.59,🟢 MUA / GIỮ,OBV tốt + Vol xác nhận + Vị trí giá tốt,2026-08-02T22:42:16+07:00,3.68,59468.26,57675.0,3.11,0.67,2.41,169600.0,-7119981.0,4479800.0,4596595.0,,1.15,1.37,10.53,11.13,-0.81,-0.49,8,2,2,1,2,1,0,,,,,,🟢,MUA EARLY,PULL XẤU,Pull xấu,🟡,,,,🟢 Tăng tốc,,True
2026-07-31,VPL,🌱 ĐANG HỒI,0,79600.0,6.85,-0.25,46.3,🟢 MUA / GIỮ,OBV tốt + Vị trí giá tốt + RSI cải thiện,2026-08-02T22:42:16+07:00,19.56,77605.64,79285.0,-2.12,3.0,2.57,15625900.0,14857926.0,480900.0,698970.0,,0.77,0.94,8.3,8.3,-9.03,-1.12,5,1,0,2,0,1,1,,,,,,🟢,MUA EARLY,PULL XẤU,RSI yếu | Slope âm | Pull xấu,🟡,,,,🔴 Yếu,,True
2026-07-31,VTO,🌱 ĐANG HỒI,0,10450.0,2.45,2.45,53.75,🟢 MUA / GIỮ,OBV tốt + Vị trí giá tốt + RSI cải thiện,2026-08-02T22:42:16+07:00,19.94,10296.08,10315.0,-0.18,1.36,1.49,1916700.0,1809328.0,13100.0,80390.0,,1.12,1.11,3.98,3.98,-2.34,-1.42,4,1,0,1,0,1,1,,,,,,🟢,MUA EARLY,PULL XẤU,RSI yếu | Slope âm | Pull xấu,🟡,,,,🔴 Yếu,,True
2026-07-31,BFC,🟡 TRUNG TÍNH,1,51100.0,3.02,-7.26,40.7,👀 THEO DÕI,OBV tốt + Vol xác nhận + RSI cải thiện,2026-08-02T22:42:16+07:00,9.16,51231.78,53457.5,-4.16,0.57,-0.26,28741300.0,28546190.0,191400.0,235585.0,,1.12,0.87,4.29,4.29,-14.83,0.2,4,0,0,2,0,1,1,,,,,,🟢,MUA EARLY,PULL XẤU,RSI yếu | Giá dưới EMA9 | Slope âm | Pull xấu,🟡,,,,🔴 Yếu,,True
2026-07-31,BID,🟡 TRUNG TÍNH,1,38000.0,5.56,-2.06,47.5,👀 THEO DÕI,OBV tốt + RSI cải thiện + Vị trí giá tốt,2026-08-02T22:42:16+07:00,24.09,36784.92,38140.5,-3.55,2.68,3.3,146023900.0,134743312.0,9566200.0,4098355.0,,0.95,1.07,9.51,9.51,-10.08,1.74,6,1,0,2,0,1,2,,,,,,🟢,MUA EARLY,PULL XẤU,RSI yếu | Slope âm | Pull xấu,🟡,,✅ EARLY GREEN2,,🔴 Yếu,,True
2026-07-31,BSR,🟡 TRUNG TÍNH,1,25350.0,5.62,1.81,51.6,👀 THEO DÕI,Vol xác nhận + RSI cải thiện + Vị trí giá tốt,2026-08-02T22:42:16+07:00,6.21,24731.19,24835.0,-0.42,2.1,2.5,623843100.0,624737017.0,11087800.0,10000585.0,,0.83,0.86,10.22,10.22,-7.65,-3.61,2,1,0,0,0,1,0,,,,,,🔴,TÍCH LŨY,PULL XẤU,OBV gãy | RSI yếu | Slope âm | Pull xấu,🔴,,,,🔴 Yếu,,True
2026-07-31,BVH,🟡 TRUNG TÍNH,1,60100.0,5.44,0.17,48.98,👀 THEO DÕI,Vị trí giá tốt + RSI cải thiện + RS mạnh,2026-08-02T22:42:16+07:00,16.71,58939.28,58830.0,0.19,2.72,1.97,15561200.0,15623598.0,720500.0,388140.0,,0.78,0.8,6.18,6.18,-4.75,-1.64,2,2,0,0,1,1,-2,,,,,,🔴,TÍCH LŨY,PULL XẤU,OBV gãy | RSI yếu | Pull xấu,🔴,,,,🟡 Ổn định,,True
2026-07-31,CMG,🟡 TRUNG TÍNH,1,24300.0,-1.62,-6.9,35.69,👀 THEO DÕI,OBV tốt + Vị trí giá tốt,2026-08-02T22:42:16+07:00,6.52,24401.33,25432.5,-4.05,0.83,-0.42,-7445400.0,-7984797.0,335600.0,205745.0,,1.05,1.06,2.97,2.97,-11.96,-0.21,0,0,0,2,0,0,-2,,,,,,🟢,THEO DÕI,PULL XẤU,RSI yếu | Giá dưới EMA9 | Slope âm | Pull xấu,🔴,,,,🔴 Yếu,,True
2026-07-31,CTD,🟡 TRUNG TÍNH,1,61000.0,10.71,-3.94,42.07,👀 THEO DÕI,OBV tốt + RS mạnh + Vol xác nhận,2026-08-02T22:42:16+07:00,13.67,59152.32,62910.0,-5.97,3.24,3.12,10345300.0,9467365.0,718500.0,539115.0,,0.79,0.88,10.71,10.71,-15.75,2.35,6,1,0,2,0,1,2,,,,,,🟢,MUA EARLY,PULL XẤU,RSI yếu | Slope âm | Pull xấu,🟡,,,,🔴 Yếu,,True
2026-07-31,CTG,🟡 TRUNG TÍNH,1,30800.0,6.21,-2.28,45.27,👀 THEO DÕI,OBV tốt + Vị trí giá tốt + RSI cải thiện,2026-08-02T22:42:16+07:00,24.32,30073.45,31184.0,-3.56,2.31,2.42,360060100.0,344233039.0,15291900.0,9144040.0,,0.9,1.0,7.13,7.13,-9.99,0.0,4,1,0,2,0,1,0,,,,,,🟢,MUA EARLY,PULL XẤU,RSI yếu | Slope âm | Pull xấu,🟡,,,,🔴 Yếu,,True
2026-07-31,DBC,🟡 TRUNG TÍNH,1,16300.0,1.24,-6.59,37.09,👀 THEO DÕI,OBV tốt + Vol xác nhận + Vị trí giá tốt,2026-08-02T22:42:16+07:00,7.06,16326.47,16859.95,-3.16,1.79,-0.16,2174200.0,1781251.0,1953900.0,2182800.0,,0.77,1.07,3.82,3.82,-12.83,-1.21,2,0,0,1,0,1,0,,,,,,🟢,TÍCH LŨY,PULL XẤU,RSI yếu | Giá dưới EMA9 | Slope âm | Pull xấu,🔴,,,,🔴 Yếu,,True
2026-07-31,DGW,🟡 TRUNG TÍNH,1,36600.0,9.25,-2.14,47.41,👀 THEO DÕI,OBV tốt + RSI cải thiện + RS mạnh,2026-08-02T22:42:16+07:00,16.73,35600.57,36742.5,-3.11,3.2,2.81,54550500.0,52166682.0,1276400.0,740025.0,,1.26,1.12,10.41,10.41,-10.07,-0.95,2,1,0,2,0,1,-2,,,,,,🟢,TÍCH LŨY,PULL XẤU,RSI yếu | Slope âm | Pull xấu,🔴,,,,🔴 Yếu,,True
2026-07-31,DRI,🟡 TRUNG TÍNH,1,12900.0,0.78,-1.53,43.83,👀 THEO DÕI,OBV tốt + Vị trí giá tốt + RSI cải thiện,2026-08-02T22:42:16+07:00,5.95,12865.96,13010.0,-1.11,0.75,0.26,37802500.0,37446984.0,230500.0,393840.0,,1.06,1.15,3.2,3.2,-5.84,-1.53,3,1,0,1,0,0,1,,,,,,🟢,MUA EARLY,PULL XẤU,RSI yếu | Slope âm | Pull xấu,🟡,,,,🔴 Yếu,,False
2026-07-31,GEG,🟡 TRUNG TÍNH,1,12100.0,1.26,-5.47,36.5,👀 THEO DÕI,OBV tốt + Vị trí giá tốt,2026-08-02T22:42:16+07:00,3.08,12172.16,12607.5,-3.45,1.52,-0.59,23051700.0,23049839.0,163900.0,242045.0,,0.73,0.9,3.42,3.42,-12.95,-0.82,3,0,0,1,0,1,1,,,,,,🟢,MUA EARLY,PULL XẤU,RSI yếu | Giá dưới EMA9 | Slope âm | Pull xấu,🟡,,,,🔴 Yếu,,True
2026-07-31,GEX,🟡 TRUNG TÍNH,1,22500.0,3.21,-10.0,38.11,👀 THEO DÕI,OBV tốt + Vị trí giá tốt,2026-08-02T22:42:16+07:00,10.54,22171.65,24287.5,-8.71,3.84,1.48,549441367.0,521164197.0,33446567.0,14576278.0,,0.98,1.02,10.84,10.84,-27.54,0.0,4,1,0,2,0,1,0,,,,,,🟢,MUA EARLY,PULL XẤU,RSI yếu | Slope âm | Pull xấu,🟡,,,,🔴 Yếu,,True
2026-07-31,HAH,🟡 TRUNG TÍNH,1,45250.0,0.56,-2.06,36.1,👀 THEO DÕI,OBV tốt + Vị trí giá tốt,2026-08-02T22:42:16+07:00,13.76,45072.62,46592.5,-3.26,1.11,0.39,18952200.0,18673660.0,364300.0,540235.0,,0.76,0.89,3.08,3.08,-10.27,-0.77,4,1,0,2,0,0,1,,,,,,🟢,MUA EARLY,PULL XẤU,RSI yếu | Slope âm | Pull xấu,🟡,,,,🔴 Yếu,,True
2026-07-31,HSG,🟡 TRUNG TÍNH,1,10700.0,2.39,-5.31,42.19,👀 THEO DÕI,OBV tốt + Vị trí giá tốt + RSI cải thiện,2026-08-02T22:42:16+07:00,7.31,10688.76,11010.0,-2.92,1.7,0.11,52110708.0,51264559.0,1741492.0,3049635.0,,0.73,0.85,6.47,6.47,-8.94,-2.73,4,1,0,1,0,1,1,,,,,,🟢,MUA EARLY,PULL XẤU,RSI yếu | Slope âm | Pull xấu,🟡,,,,🔴 Yếu,,True
2026-07-31,IDC,🟡 TRUNG TÍNH,1,32600.0,-2.1,-0.12,41.34,👀 THEO DÕI,OBV tốt + Vị trí giá tốt + Vol xác nhận,2026-08-02T22:42:16+07:00,3.55,32551.69,33177.5,-1.89,1.26,0.15,65971600.0,65279627.0,868100.0,1169650.0,,0.79,0.95,3.49,3.49,-9.77,0.31,3,1,0,2,0,0,0,,,,,,🟢,MUA EARLY,PULL XẤU,RSI yếu | Slope âm | Pull xấu,🟡,,,,🔴 Yếu,,False
2026-07-31,KSB,🟡 TRUNG TÍNH,1,13100.0,-2.6,-4.38,34.4,👀 THEO DÕI,OBV tốt + Vol xác nhận,2026-08-02T22:42:16+07:00,6.5,13302.09,13705.0,-2.94,0.73,-1.52,29130000.0,29108458.0,539300.0,651740.0,,1.13,1.14,1.16,1.16,-11.78,-2.96,1,0,0,1,0,0,0,,,,,,🟢,THEO DÕI,PULL XẤU,RSI yếu | Giá dưới EMA9 | Slope âm | Pull xấu,🔴,,,,🔴 Yếu,,True
2026-07-31,MSB,🟡 TRUNG TÍNH,1,15950.0,0.0,-2.45,53.39,👀 THEO DÕI,OBV tốt + Vị trí giá tốt + RSI cải thiện,2026-08-02T22:42:16+07:00,1.26,15923.54,16017.4,-0.59,-0.26,0.17,749631489.0,748704919.0,11897589.0,7235034.0,,0.6,0.98,1.27,19.03,-3.04,1.92,5,1,0,2,0,0,2,,,,,,🟢,MUA EARLY,PULL XẤU,RSI yếu | Slope âm | Pull xấu,🟡,,,,🔴 Yếu,,True
2026-07-31,MWG,🟡 TRUNG TÍNH,1,69900.0,4.39,-7.44,44.13,👀 THEO DÕI,OBV tốt + Vol xác nhận + Vị trí giá tốt,2026-08-02T22:42:16+07:00,16.29,68976.48,72417.5,-4.75,1.85,1.34,241430524.0,230991809.0,5130224.0,4950281.0,,1.29,1.36,12.15,12.15,-10.82,-0.85,4,1,0,2,0,1,0,,,,,,🟢,MUA EARLY,PULL XẤU,RSI yếu | Slope âm | Pull xấu,🟡,,,,🔴 Yếu,,True
2026-07-31,NKG,🟡 TRUNG TÍNH,1,10950.0,4.29,-1.79,41.81,👀 THEO DÕI,OBV tốt + Vol xác nhận + Vị trí giá tốt,2026-08-02T22:42:16+07:00,9.88,10874.54,11230.0,-3.17,2.21,0.69,274128600.0,273137993.0,1521500.0,1759050.0,,1.06,1.19,5.29,5.29,-10.98,-1.79,3,1,0,1,0,1,0,,,,,,🟢,MUA EARLY,PULL XẤU,RSI yếu | Slope âm | Pull xấu,🟡,,,,🔴 Yếu,,True
2026-07-31,NLG,🟡 TRUNG TÍNH,1,22200.0,3.98,-10.66,39.86,👀 THEO DÕI,OBV tốt + Vị trí giá tốt + RSI cải thiện,2026-08-02T22:42:16+07:00,15.86,21901.72,23517.5,-6.87,1.54,1.36,52411600.0,48443370.0,4513200.0,1961730.0,,1.15,1.09,11.0,11.0,-15.59,2.54,6,1,0,2,0,1,2,,,,,,🟢,MUA EARLY,PULL XẤU,RSI yếu | Slope âm | Pull xấu,🟡,,,,🔴 Yếu,,True
2026-07-31,NVL,🟡 TRUNG TÍNH,1,13000.0,0.39,2.77,54.58,👀 THEO DÕI,OBV tốt + Vị trí giá tốt + RSI cải thiện,2026-08-02T22:42:16+07:00,0.67,12823.72,12582.5,1.92,0.41,1.37,599824504.0,584881355.0,32496172.0,15284874.0,,1.24,1.15,9.7,9.7,-2.62,-2.26,3,2,0,1,1,1,-2,,,,,,🟢,MUA EARLY,PULL XẤU,RSI yếu | Pull xấu,🟡,,,,🟡 Ổn định,,True
2026-07-31,PC1,🟡 TRUNG TÍNH,1,21400.0,1.42,-1.83,50.95,👀 THEO DÕI,OBV tốt + Vị trí giá tốt + RSI cải thiện,2026-08-02T22:42:16+07:00,-0.35,21380.4,21352.5,0.13,1.12,0.09,126537172.0,123234232.0,1525028.0,2562261.0,,0.93,0.86,4.14,21.25,-4.46,-1.61,6,2,0,1,1,1,1,,,,,,🟢,MUA EARLY,PULL XẤU,RSI yếu | RSI chững | Pull xấu,🟡,,,,🟡 Ổn định,,True
2026-07-31,PLC,🟡 TRUNG TÍNH,1,18800.0,2.17,-2.59,42.72,👀 THEO DÕI,OBV tốt + Vol xác nhận + RSI cải thiện,2026-08-02T22:42:16+07:00,12.48,18702.85,19385.0,-3.52,2.39,0.52,18267400.0,18256670.0,146500.0,120790.0,,0.99,1.05,6.21,6.21,-16.81,-2.59,1,1,0,1,0,1,-2,,,,,,🟢,THEO DÕI,PULL XẤU,RSI yếu | Slope âm | Pull xấu,🔴,,,,🔴 Yếu,,False
2026-07-31,PTB,🟡 TRUNG TÍNH,1,33500.0,2.6,-4.29,38.8,👀 THEO DÕI,OBV tốt + Vị trí giá tốt,2026-08-02T22:42:16+07:00,17.66,33217.37,34649.95,-4.13,1.86,0.85,-562000.0,-576463.0,31400.0,67015.0,,0.75,1.2,5.18,5.18,-12.3,0.3,4,1,0,2,0,1,0,,,,,,🟢,MUA EARLY,PULL XẤU,RSI yếu | Slope âm | Pull xấu,🟡,,,,🔴 Yếu,,True
2026-07-31,REE,🟡 TRUNG TÍNH,1,46500.0,4.73,0.54,48.76,👀 THEO DÕI,OBV tốt + RSI cải thiện + Vị trí giá tốt,2026-08-02T22:42:16+07:00,21.29,45288.83,45785.0,-1.08,1.89,2.67,-10675300.0,-12148776.0,1294700.0,574465.0,,0.84,1.03,6.04,6.04,-6.44,1.75,6,1,0,2,0,1,2,,,,,,🟢,MUA EARLY,PULL XẤU,RSI yếu | Slope âm | Pull xấu,🟡,,✅ EARLY GREEN2,,🔴 Yếu,,True
2026-07-31,SHS,🟡 TRUNG TÍNH,1,15200.0,0.0,-7.32,38.73,👀 THEO DÕI,OBV tốt + Xu hướng giảm,2026-08-02T22:42:16+07:00,3.31,15440.96,16600.0,-6.98,2.11,-1.56,698316896.0,694395732.0,8583400.0,15267340.0,,0.7,0.83,6.29,6.29,-24.0,-3.18,2,0,0,1,0,0,1,,,,,,🟢,TÍCH LŨY,PULL XẤU,RSI yếu | Giá dưới EMA9 | Slope âm | Pull xấu,🔴,,,,🔴 Yếu,,False
2026-07-31,SSI,🟡 TRUNG TÍNH,1,23550.0,3.29,-2.89,42.1,👀 THEO DÕI,OBV tốt + Vol xác nhận + RSI cải thiện,2026-08-02T22:42:16+07:00,5.32,23493.62,24522.5,-4.2,2.55,0.24,969593788.0,955442122.0,17843900.0,22732790.0,,0.98,1.08,7.05,7.05,-15.29,-2.28,4,1,0,1,0,1,1,,,,,,🟢,MUA EARLY,PULL XẤU,RSI yếu | Slope âm | Pull xấu,🟡,,,,🔴 Yếu,,True
2026-07-31,VGI,🟡 TRUNG TÍNH,1,81100.0,5.05,-0.73,47.43,👀 THEO DÕI,OBV tốt + RSI cải thiện + Vị trí giá tốt,2026-08-02T22:42:16+07:00,28.68,78411.37,80850.0,-3.02,2.41,3.43,-13937900.0,-14256232.0,432000.0,238795.0,,0.78,0.92,8.71,8.71,-9.69,2.01,6,1,0,2,0,1,2,,,,,,🟢,MUA EARLY,PULL XẤU,RSI yếu | Slope âm | Pull xấu,🟡,,✅ EARLY GREEN2,,🔴 Yếu,,False
