trade_date,entity,session_slot,snapshot_version,captured_at,market_real,market_live,market_forecast,market_forecast_confidence,market_regime,market_regime_note,market_forecast_text,market_status,market_action,trading_today,trading_reason,breadth_score,breadth_level,breadth_total,breadth_count_60,breadth_pct_60,breadth_count_50,breadth_pct_50,breadth_count_40,breadth_pct_40,breadth_count_30,breadth_pct_30,breadth_count_20,breadth_pct_20,breadth_count_10,breadth_pct_10,date,time,note,forecast_text,total_symbols,live_ok,safe_data,obv_green_pct,slope_positive_pct,rsi_above_50_pct,dist_near_ema9_pct,avg_total_score,avg_rsi14,avg_slope,avg_dist_ema9_pct,avg_vol_ratio,median_total_score,median_rsi14,median_slope,ga_tang_toc,cp_manh,mua_break,pull_dep,pull_vua,mua_early,tich_luy,theo_doi,green2_count,storm_count,early_dry_green2_count,top_symbols,vnindex_open,vnindex_high,vnindex_low,vnindex_close,vnindex_volume,vnindex_daily_return_pct,vnindex_ema9,vnindex_ma20,vnindex_wma45,vnindex_sma50,vnindex_rsi14,vnindex_macd,vnindex_macd_signal,vnindex_macd_histogram,vnindex_bb_middle,vnindex_bb_upper,vnindex_bb_lower,vnindex_atr14,vnindex_obv,tf_4h_status,tf_daily_status,tf_weekly_status,tf_monthly_status,daily_snapshot_id,canonical_t0,canonical_rule,market_close_reference,eligible_after
2026-08-13,MARKET,AFTER_CLOSE,1.0.0,2026-08-13T13:52:40Z,7.0,8.6,1.7,61.5,🟡 TRUNG TÍNH,"Market trung tính: ưu tiên Pull/Early, mua nhỏ, stop gần.",🔴 Forecast rủi ro,🟡 TRUNG TÍNH,⚠️ Chỉ nên test nhỏ,True,VNINDEX có giao dịch hôm nay: 2026-08-13,39.0,TRUNG TÍNH,142.0,17.0,12.0,56.0,39.4,124.0,87.3,140.0,98.6,142.0,100.0,142.0,100.0,2026-08-13,20:52:40,,🔴 Forecast rủi ro,142,117,25,51.41,83.8,39.44,89.44,4.021,48.796,1.766,0.47,,3.5,46.96,1.185,12,1,2,0,9,56,15,47,0,0,1,"VGT,GVR,SBT,DGW,OCB,MSR,TCB,NTP,CTR,FRT,DGC,PVB",1793.81,1798.79,1765.63,1765.63,743382208.0,-1.5709579052407885,,,,,,,,,,,,,,,,,,6ced2d56be65d7ca,True,EOD_PLUS_3H,15:00,18:00
2026-08-14,MARKET,AFTER_CLOSE,1.0.0,2026-08-14T11:22:16Z,5.6,7.6,1.0,54.1,🔴 MÙA ĐÔNG,"Market yếu: chỉ lập watchlist, chưa giải ngân thật.",🔴 Forecast rủi ro,🔴 THỊ TRƯỜNG YẾU,⛔ Không nên vào tiền,True,VNINDEX có giao dịch hôm nay: 2026-08-14,29.0,YẾU,142.0,12.0,8.5,41.0,28.9,112.0,78.9,139.0,97.9,141.0,99.3,142.0,100.0,2026-08-14,18:22:16,,🔴 Forecast rủi ro,142,117,25,35.92,85.21,28.87,88.73,3.106,46.526,1.827,-0.422,,2.0,45.015,1.29,9,0,0,0,5,53,17,58,0,0,0,"VGT,SBT,TVN,BAF,TCB,OCB,FRT,DXG,VSC,VCI,GMD,DGW",1763.6,1763.6,1717.64,1729.08,737002304.0,-1.957359945565884,,,,,,,,,,,,,,,,,,a4ab9da3bbc9a6c3,True,EOD_PLUS_3H,15:00,18:00
2026-08-17,MARKET,AFTER_CLOSE,1.0.0,2026-08-17T12:51:40Z,6.2,7.8,1.4,56.6,🟡 TRUNG TÍNH,"Market trung tính: ưu tiên Pull/Early, mua nhỏ, stop gần.",🔴 Forecast rủi ro,🟡 TRUNG TÍNH,⚠️ Chỉ nên test nhỏ,True,VNINDEX có giao dịch hôm nay: 2026-08-17,32.0,TRUNG TÍNH,142.0,13.0,9.2,45.0,31.7,113.0,79.6,139.0,97.9,141.0,99.3,142.0,100.0,2026-08-17,19:51:40,,🔴 Forecast rủi ro,142,117,25,45.07,80.99,31.69,86.62,3.697,46.837,1.727,-0.212,,3.0,45.925,1.14,10,1,0,0,8,56,25,42,0,0,0,"SBT,MSR,BAF,GMD,CII,NLG,FRT,PVT,BVH,PHR,VTP,CTR",1727.81,1735.2,1715.91,1727.46,519224704.0,-0.0202568569460659,,,,,,,,,,,,,,,,,,f5f748208a98c620,True,EOD_PLUS_3H,15:00,18:00
2026-08-18,MARKET,AFTER_CLOSE,1.0.0,2026-08-18T12:07:57Z,5.7,7.6,1.3,56.3,🔴 MÙA ĐÔNG,"Market yếu: chỉ lập watchlist, chưa giải ngân thật.",🔴 Forecast rủi ro,🔴 THỊ TRƯỜNG YẾU,⛔ Không nên vào tiền,True,VNINDEX có giao dịch hôm nay: 2026-08-18,30.0,YẾU,142.0,17.0,12.0,42.0,29.6,106.0,74.6,139.0,97.9,142.0,100.0,142.0,100.0,2026-08-18,19:07:57,,🔴 Forecast rủi ro,142,117,25,45.77,77.46,29.58,90.14,3.352,46.418,1.548,-0.339,,2.0,45.145,1.08,14,1,0,0,4,51,26,46,0,0,1,"SBT,GAS,GMD,VTP,GVR,NTP,PLX,BSR,CTR,PLC,SAB,STB",1727.62,1750.86,1724.33,1732.02,548635840.0,0.2546856368877526,,,,,,,,,,,,,,,,,,34749b4ed5545c69,True,EOD_PLUS_3H,15:00,18:00
2026-08-19,MARKET,AFTER_CLOSE,1.0.0,2026-08-19T11:27:30Z,5.0,7.1,1.2,56.3,🔴 MÙA ĐÔNG,"Market yếu: chỉ lập watchlist, chưa giải ngân thật.",🔴 Forecast rủi ro,🔴 THỊ TRƯỜNG YẾU,⛔ Không nên vào tiền,True,VNINDEX có giao dịch hôm nay: 2026-08-19,26.0,YẾU,142.0,11.0,7.7,37.0,26.1,97.0,68.3,140.0,98.6,140.0,98.6,142.0,100.0,2026-08-19,18:27:30,,🔴 Forecast rủi ro,142,117,25,33.1,69.72,26.06,88.73,2.761,45.334,1.215,-0.726,,2.0,44.195,0.7,12,2,0,0,3,36,29,60,0,0,0,"MSR,GAS,SBT,VTP,TVS,DGW,BAF,HAH,VNM,SAB,TVN,NLG",1732.02,1734.39,1719.16,1726.69,572422912.0,-0.3077331670534922,,,,,,,,,,,,,,,,,,62fcd336e056251e,True,EOD_PLUS_3H,15:00,18:00
